wgi_glacier_id,political_unit,continent_code,glacier_name,latitude,longitude,mean_elev (m),form,source_nourish,total_area (km²)
CN5O272A0014,CN,5,,29.646,93.736,5160,5,1,0.45
CN5O272A0048,CN,5,,29.584,93.573,5320,9,1,0.04
CN5O272A0052,CN,5,,29.589,93.592,5380,9,1,0.06
CN5O272A0108,CN,5,,29.603,93.547,5540,5,1,0.48
CN5O272A0146,CN,5,,29.593,93.211,5460,9,0,0.07
CN5O272A0274,CN,5,,29.745,93.186,5280,5,0,0.51
CN5O272A0311,CN,5,,29.837,93.053,5400,9,0,0.07
CN5O272A0352,CN,5,,29.833,92.984,5560,5,0,0.3
CN5O272A0388,CN,5,,29.728,92.936,5390,5,0,0.25
CN5O272A0483,CN,5,,29.669,92.681,5400,5,0,0.9
CN5O272A0550,CN,5,,29.9,92.302,5440,5,0,0.18
CN5O272B0020,CN,5,,30.359,92.825,5460,9,0,0.1
CN5O272B0046,CN,5,,30.583,93.027,5600,5,0,0.12
CN5O272B0117,CN,5,,30.024,93.249,5240,4,0,0.9
CN5O272B0123,CN,5,,29.982,93.246,5360,4,0,0.6
CN5O272B0126,CN,5,,29.966,93.232,5280,4,0,0.2
CN5O272B0134,CN,5,,29.993,93.514,5280,5,0,0.1
CN5O272B0241,CN,5,,30.314,93.438,5280,4,0,0.45
CN5O272B0322,CN,5,,30.229,93.658,5200,4,0,0.35
CN5O272B0331,CN,5,,30.177,93.696,5200,4,0,0.95
CN5O272B0352,CN,5,,30.166,93.702,5200,4,0,2
CN5O272B0373,CN,5,,30.09,93.903,4840,4,0,0.4
CN5O272B0417,CN,5,,30.257,93.85,5140,5,0,0.2
CN5O272B0446,CN,5,,30.212,94.112,5120,4,0,0.45
CN5O272B0454,CN,5,,30.162,94.063,4800,3,0,6.95
CN5O272B0462,CN,5,,30.099,94.112,5640,5,0,0.25
CN5O280B0006,CN,5,,29.949,94.999,4130,4,1,2.74
CN5O280B0007,CN,5,,29.957,94.986,4100,4,1,3.54
CN5O280B0031,CN,5,,30.063,94.395,5350,5,1,0.32
CN5O280B0033,CN,5,,30.035,94.435,4934,5,1,0.36
CN5O280B0035,CN,5,,30.034,94.468,5151,5,1,0.45
CN5O280C0022,CN,5,,30.145,94.498,4970,5,1,0.7
CN5O280C0037,CN,5,,30.168,94.643,5150,5,1,0.5
CN5O280C0040,CN,5,,30.068,94.647,5025,5,1,0.2
CN5O280C0066,CN,5,,30.105,94.775,5106,3,0,1.3
CN5O280C0077,CN,5,,30.054,94.927,4668,3,0,6
CN5O281A0007,CN,5,,30.159,94.847,4690,4,0,2.3
CN5O281A0026,CN,5,,30.181,94.663,4525,4,1,0.7
CN5O281A0067,CN,5,,30.356,94.373,4500,4,1,2.35
CN5O281A0121,CN,5,,30.378,94.088,5080,4,1,1.2
CN5O281A0146,CN,5,,30.379,93.932,5640,3,1,2.5
CN5O281A0153,CN,5,,30.443,93.922,4840,4,1,0.7
CN5O281A0185,CN,5,Galuogong,30.32,93.724,5400,2,1,65.6
CN5O281A0336,CN,5,,30.527,93.818,5200,3,0,0.9
CN5O281A0393,CN,5,,30.539,93.547,5400,5,1,0.2
CN5O281A0398,CN,5,Kajia,30.511,93.5,5300,3,0,10.3
CN5O281A0400,CN,5,,30.54,93.487,5400,3,0,1.4
CN5O281A0439,CN,5,,30.518,93.283,5480,4,1,0.4
CN5O281A0479,CN,5,,30.547,93.182,5440,4,1,0.3
CN5O281A0481,CN,5,,30.537,93.189,5480,4,1,0.2
CN5O281A0525,CN,5,,30.558,93.037,5500,5,1,0.05
CN5O281B0001,CN,5,,30.615,93.528,5480,5,1,0.05
CN5O281B0065,CN,5,,30.814,93.696,5460,4,1,0.8
CN5O281B0145,CN,5,,30.758,93.675,5520,5,1,0.2
CN5O281B0210,CN,5,,30.521,94.013,5000,4,1,1
CN5O281B0283,CN,5,,30.67,93.794,5520,5,1,0.2
CN5O281B0291,CN,5,,30.711,93.769,5440,3,0,1.4
CN5O281B0298,CN,5,,30.758,93.702,5420,4,1,0.5
CN5O281B0304,CN,5,,30.787,93.716,5460,5,1,0.2
CN5O281B0313,CN,5,,30.806,93.746,5360,4,1,0.4
CN5O281B0320,CN,5,,30.836,93.723,5380,5,1,0.1
CN5O281B0336,CN,5,,30.864,93.639,5400,5,1,0.2
CN5O281B0355,CN,5,Nagui,30.892,93.82,5200,3,0,4.8
CN5O281B0358,CN,5,,30.876,93.848,5400,5,1,0.2
CN5O281B0367,CN,5,,30.101,93.899,5600,5,1,0.1
CN5O281B0370,CN,5,,30.773,93.875,5400,4,1,0.5
CN5O281B0395,CN,5,Cuoga,30.848,93.984,5400,3,0,5.7
CN5O281B0421,CN,5,,30.745,94.006,5400,4,1,0.4
CN5O281B0447,CN,5,,30.761,94.186,5200,4,1,1.1
CN5O281B0504,CN,5,,30.839,94.328,5360,4,1,1.5
CN5O281B0506,CN,5,,30.859,94.323,5340,4,1,0.2
CN5O281B0568,CN,5,,30.634,94.533,5140,4,1,0.4
CN5O281B0599,CN,5,,30.663,94.387,5400,4,1,0.3
CN5O281B0605,CN,5,,30.698,94.355,5200,5,1,0.1
CN5O281B0622,CN,5,,30.613,94.259,5800,4,1,0.6
CN5O281B0643,CN,5,,30.492,94.193,5100,3,1,0.3
CN5O281B0646,CN,5,,30.475,94.242,5100,4,1,1.7
CN5O281B0680,CN,5,,30.441,94.388,5080,4,1,3.1
CN5O281B0693,CN,5,,30.375,94.495,4600,4,1,0.2
CN5O281B0761,CN,5,,30.416,94.925,4940,4,1,0.3
CN5O281B0769,CN,5,,30.553,94.875,4700,4,1,1.6
CN5O281B0838,CN,5,,30.404,95.112,5300,3,0,5.6
CN5O281B0882,CN,5,,30.211,95.258,4800,4,1,2.6
CN5O282A0028,CN,5,,29.972,95.552,4880,5,1,0.1
CN5O282A0129,CN,5,,30.309,95.315,5400,5,1,0.06
CN5O282A0160,CN,5,,30.637,95.287,5260,3,0,4.6
CN5O282A0218,CN,5,Anza,30.6,95.545,5160,4,1,1.6
CN5O282A0220,CN,5,,30.528,95.469,5240,5,1,0.1
CN5O282A0223,CN,5,,30.507,95.491,5100,4,1,1.4
CN5O282A0256,CN,5,,30.358,95.57,5260,3,0,1.6
CN5O282A0288,CN,5,,30.288,95.525,4900,3,0,5.6
CN5O282A0302,CN,5,,30.239,95.591,4900,5,1,0.1
CN5O282A0331,CN,5,,30.228,95.433,4700,5,1,0.1
CN5O282A0340,CN,5,,30.161,95.536,5000,4,1,1.1
CN5O282A0351,CN,5,,30.141,95.661,4500,4,1,3.5
CN5O282A0393,CN,5,,30.355,95.684,5100,4,1,0.3
CN5O282A0437,CN,5,,30.307,95.856,5100,4,1,0.3
CN5O282A0456,CN,5,,30.16,95.811,4600,4,1,0.2
CN5O282A0461,CN,5,,30.11,95.814,4800,4,1,2.6
CN5O282A0484,CN,5,,30.007,95.746,5000,3,0,2.3
CN5O282A0523,CN,5,,29.885,95.862,4600,4,1,2.8
CN5O282A0551,CN,5,,29.797,96.011,5200,4,1,0.4
CN5O282A0555,CN,5,,29.82,96.058,4800,3,0,2.9
CN5O282A0618,CN,5,,30.131,95.942,4900,4,1,0.5
CN5O282A0645,CN,5,,30.21,96.02,5150,4,1,0.9
CN5O282A0726,CN,5,,29.876,96.261,5100,4,1,2
CN5O282A0728,CN,5,,29.863,96.237,5080,3,0,3.3
CN5O282A0791,CN,5,,29.712,96.294,5000,3,0,1.2
CN5O282A0817,CN,5,,29.792,96.474,5240,3,0,0.5
CN5O282A0879,CN,5,,29.571,96.519,5220,5,1,0.02
CN5O282A0935,CN,5,,29.65,96.633,5340,2,0,3.54
CN5O282A0987,CN,5,,29.431,96.926,5340,4,1,0.3
CN5O282A1017,CN,5,,29.722,96.971,5400,3,0,0.7
CN5O282A1058,CN,5,,29.534,97.016,5440,5,1,0.1
CN5O282B0033,CN,5,,29.264,96.783,5000,3,0,2.42
CN5O282B0040,CN,5,,29.383,96.66,5150,5,1,0.05
CN5O282B0064,CN,5,,29.405,96.6,5100,3,0,10.43
CN5O282B0075,CN,5,,29.512,96.543,5000,4,0,1.1
CN5O282B0217,CN,5,,29.667,95.804,4600,3,0,2.15
CN5O282B0227,CN,5,,29.75,95.816,4660,4,1,1
CN5O283A0006,CN,5,,29.777,95.619,4600,4,1,1
CN5O283B0004,CN,5,,29.588,95.711,4420,4,1,0.98
CN5O283B0042,CN,5,,29.561,95.987,4900,3,0,5.15
CN5O283B0049,CN,5,,29.552,96.073,4860,4,1,2.35
CN5O283B0055,CN,5,,29.467,96.016,4800,3,0,2.28
CN5O283B0080,CN,5,,29.517,95.917,4500,4,1,9.1
CN5O283B0095,CN,5,,29.362,95.84,4700,3,0,3.18
CN5O290B0078,CN,5,,29.111,96.301,4780,3,0,7.15
CN5O291A0020,CN,5,,28.471,96.866,4520,4,1,0.2
CN5O291A0061,CN,5,,28.964,96.517,4700,3,0,1.03
CN5O291B0043,CN,5,,29.41,96.373,4800,4,1,4.78
CN5O291B0048,CN,5,,29.34,96.337,4900,3,0,1
CN5O291B0092,CN,5,,29.188,96.469,4900,4,1,4.2
CN5O291B0179,CN,5,Xueyouzuo,29.167,96.75,4800,3,0,21.65
CN5O291B0238,CN,5,,29.027,96.971,5020,3,0,1.58
CN5O291B0277,CN,5,,28.748,97.121,4860,4,1,0.83
CN5O291B0330,CN,5,,28.733,97.331,4900,4,1,0.3
CN5O291B0331,CN,5,,28.733,97.337,5000,3,0,0.68
CN5O291B0357,CN,5,,29.042,97.183,4880,4,1,0.4
CN5O291B0441,CN,5,,29.354,97.106,5300,4,1,0.25
CN5O291B0459,CN,5,,29.423,97.07,5400,4,1,3.2
CN5O291B0473,CN,5,,29.502,97.097,5440,4,1,0.6
CN5O291B0520,CN,5,,29.377,97.27,5300,3,0,1.68
CN5O291B0551,CN,5,,29.259,97.269,5280,3,0,3.55
CN5O291B0593,CN,5,,29.182,97.452,5100,5,1,0.05
CN5O291B0598,CN,5,,29.102,97.544,5130,4,1,0.4
CN5O291B0607,CN,5,,29.007,97.523,5100,4,1,0.5
CN5O291B0648,CN,5,,28.299,97.422,4900,4,1,0.38
CN5Q153I0066,CN,5,Beidonggua,34.972,78.378,5821,3,2,8.18
CN5Q153K0003,CN,5,,34.797,78.249,5650,5,1,0.38
CN5Q153K0021,CN,5,,34.904,78.287,5855,5,1,0.15
CN5Q153K0060,CN,5,,34.847,78.397,5970,9,1,0.05
CN5Q153K0075,CN,5,,34.778,78.433,6048,4,1,2.53
CN5Q153K0111,CN,5,,34.792,78.586,5847,5,1,1
CN5Q153K0144,CN,5,,34.725,78.497,5654,5,1,0.18
CN5Q153K0178,CN,5,,34.604,78.559,5797,4,1,2.03
CN5Q153K0192,CN,5,,34.622,78.49,5730,4,1,1.43
CN5Q153K0202,CN,5,,34.646,78.422,6060,9,1,0.05
CN5Q153K0244,CN,5,,34.681,78.287,5875,4,1,0.63
CN5Q153N0019,CN,5,,34.433,79.105,5799,5,1,0.35
CN5Q161B0016,CN,5,,31.118,81.493,5809,5,1,0.4
CN5Q161B0017,CN,5,,31.125,81.481,5810,5,1,0.1
CN5Q161B0068,CN,5,,31.345,81.304,5885,5,1,0.4
CN5Q161B0088,CN,5,,31.159,81.258,5815,5,1,0.16
CN5Q161B0099,CN,5,,31.221,81.177,5800,5,1,0.1
CN5Q161B0101,CN,5,,31.243,81.173,5745,5,1,0.2
CN5Q161B0102,CN,5,,31.274,81.142,5778,5,1,0.1
CN5Q161C0003,CN,5,,31.704,80.706,5870,4,1,0.7
CN5Q161C0031,CN,5,,31.84,80.566,5917,5,1,0.16
CN5Q161C0068,CN,5,,31.966,80.397,5838,9,1,0.09
CN5Q162A0101,CN,5,,31.627,80.663,5783,5,1,0.14
CN5Q162B0056,CN,5,,31.542,80.126,5801,5,1,0.48
CN5Q162B0101,CN,5,Manikaladaer,31.996,79.95,5940,9,1,0.03
CN5Q162B0104,CN,5,,32.002,79.903,5852,5,1,0.5
CN5Q162B0123,CN,5,,32.054,79.818,5916,5,1,0.88
CN5Q162B0131,CN,5,,32.092,79.906,6022,5,1,0.13
CN5Q163A0015,CN,5,,32.366,79.652,5775,5,1,0.55
CN5Q163A0016,CN,5,,32.354,79.647,5900,9,1,0.08
CN5Q163A0052,CN,5,,32.497,79.499,5790,9,1,0.05
CN5Q163A0107,CN,5,,32.56,79.273,5984,5,1,0.33
CN5Q330F0052,CN,5,,32.254,78.492,5855,5,1,0.4
CN5Q330G0017,CN,5,,32.281,78.581,5870,5,1,0.1
CN5Q330G0027,CN,5,,32.302,78.566,5748,4,1,0.5
CN5Q330G0061,CN,5,,32.462,78.462,5695,4,1,0.68
CN5Q330I0016,CN,5,,32.347,78.883,5760,5,1,0.6
CN5Q330I0021,CN,5,,32.3,78.845,5752,5,1,0.15
CN5Q330I0026,CN,5,,32.34,78.904,5715,5,1,0.13
CN5Q330I0041,CN,5,,32.137,78.946,5816,5,1,0.23
CN5Q330I0043,CN,5,,32.138,78.918,5825,5,1,0.15
CN5Q330I0044,CN,5,,32.094,78.912,5956,4,1,0.6
CN5Q331A0023,CN,5,,31.956,78.835,5575,5,1,0.13
CN5Q33200104,CN,5,,32.383,79.496,5575,5,1,0.1
CN5Q33200122,CN,5,,32.316,79.373,5645,9,1,0.04
CN5Q33300017,CN,5,,32.185,79.751,5795,5,1,0.1
CN5Q33300019,CN,5,,32.168,79.791,5870,5,1,2.4
CN5Q33300063,CN,5,,31.521,80.111,5485,5,1,0.15
CN5Q33400017,CN,5,,31.348,81.05,5780,9,1,0.07
CN5Q33400047,CN,5,,31.229,81.086,5763,5,1,0.9
CN5Q335D0040,CN,5,,31.153,81.333,5850,0,1,0.03
CN5Q335D0066,CN,5,,31.135,81.425,5740,0,1,0.04
CN5Q335D0070,CN,5,,31.095,81.42,5740,5,1,0.14
CN5Q335D0097,CN,5,,31.045,81.501,5750,4,1,0.63
CN5Q335E0025,CN,5,,31.076,81.601,5710,0,1,0.03
CN5Q335F0002,CN,5,,30.858,81.599,5700,5,1,0.29
CN5Q33600012,CN,5,,30.489,80.648,5770,5,1,0.25
CN5Q33700009,CN,5,,30.919,79.908,5431,5,1,0.2
CN5Q33700042,CN,5,,31.056,79.791,5744,4,1,0.55
CN5Q33700087,CN,5,,30.995,79.598,6345,9,1,0.03
CN5Q33700126,CN,5,,31.188,79.494,5725,5,1,0.15
CN5X042D0003,CN,5,3,44.8,80.23,3780,5,1,0.17
CN5X042D0009,CN,5,9,44.8,80.27,3660,5,1,0.15
CN5X042D0036,CN,5,36,44.62,80.68,3700,4,1,0.55
CN5X042D0066,CN,5,66,44.65,80.55,3620,0,1,0.06
CN5X043G0017,CN,5,17,44,83.45,3680,5,1,0.34
CN5X043H0017,CN,5,17,43.98,83.53,3820,5,1,0.05
CN5X043I0014,CN,5,14,43.93,83.65,3700,2,1,18.78
CN5X043I0018,CN,5,18,43.88,83.68,3500,5,1,0.2
CN5X043J0025,CN,5,25,43.83,83.77,3520,5,1,0.24
CN5X043K0018,CN,5,18,43.83,83.85,3720,0,1,0.05
CN5X043L0010,CN,5,10,43.85,83.97,3620,4,1,0.6
CN5X043L0020,CN,5,20,43.87,84.98,3760,5,1,0.21
CN5X043L0024,CN,5,24,43.82,84.1,3520,5,1,0.1
CN5X043N0002,CN,5,2,43.7,84.33,3620,5,1,0.05
CN5X043P0005,CN,5,5,43.62,84.78,3820,3,1,2.79
CN5X043P0048,CN,5,48,43.45,84.97,3960,3,1,5.29
CN5X043P0053,CN,5,53,43.42,84.88,3880,5,1,0.37
CN5X043P0075,CN,5,75,43.45,84.77,3880,0,1,0.1
CN5X043P0105,CN,5,105,43.47,84.67,3800,2,1,1.94
CN5X043P0114,CN,5,114,43.52,84.63,3720,4,1,0.49
CN5X043Q0007,CN,5,7,43.5,84.53,3760,3,1,3.1
CN5X043S0006,CN,5,6,43.5,84.15,3680,5,1,0.09
CN5X043S0007,CN,5,7,43.6,84.1,3500,4,1,0.55
CN5X044D0017,CN,5,17,43.42,84.65,3760,4,1,0.45
CN5X044E0011,CN,5,11,43.38,84.85,3900,5,1,0.14
CN5X044E0016,CN,5,16,43.35,85,3760,5,1,0.11
CN5X044E0017,CN,5,17,43.33,84.87,3820,4,1,0.45
CN5X044I0023,CN,5,23,43.15,83.7,3560,5,1,0.08
CN5X044J0061,CN,5,61,42.95,82.88,3500,5,1,0.12
CN5X045B0010,CN,5,10,42.83,82.45,3700,4,1,0.62
CN5X045B0044,CN,5,44,42.78,82.33,3800,5,1,0.47
CN5X045B0047,CN,5,47,42.78,82.35,4100,5,1,0.37
CN5X045B0048,CN,5,48,42.78,82.35,3840,4,1,2.6
CN5X045B0088,CN,5,88,42.77,82.1,3420,5,1,0.18
CN5X045B0101,CN,5,101,42.73,82.1,3560,5,1,0.18
CN5X045C0004,CN,5,4,42.73,82.07,3600,5,1,0.09
CN5X045E0033,CN,5,33,42.72,83,3800,3,1,0.86
CN5X045E0037,CN,5,37,42.68,83,3900,4,1,0.59
CN5X045F0007,CN,5,7,42.67,82.97,3840,4,1,0.96
CN5X045F0086,CN,5,86,42.7,82.7,3590,5,1,0.18
CN5X045G0039,CN,5,39,42.68,82.7,3900,5,1,0.11
CN5X045H0007,CN,5,7,42.6,82.63,3920,3,1,2.11
CN5X045H0032,CN,5,32,42.52,82.6,3740,5,1,0.32
CN5X045H0041,CN,5,41,42.53,82.52,3640,3,1,2.61
CN5X045H0049,CN,5,49,42.58,82.47,3880,0,1,0.14
CN5X045H0056,CN,5,56,42.58,82.43,4000,0,1,0.07
CN5X045I0026,CN,5,26,42.48,82.28,3660,3,1,0.9
CN5X045I0065,CN,5,65,42.47,82.02,4550,5,1,0.25
CN5X045J0044,CN,5,44,42.47,81.78,3840,5,1,0.16
CN5X045J0045,CN,5,45,42.55,81.87,4120,5,1,0.25
CN5X045K0012,CN,5,12,42.62,81.88,3600,4,1,0.75
CN5X045K0039,CN,5,39,42.73,81.75,3840,0,1,0.02
CN5X046B0038,CN,5,38,42.7,81.53,3680,5,1,0.13
CN5X046B0067,CN,5,67,42.62,81.43,3820,0,1,0.1
CN5X046D0036,CN,5,36,42.62,81.42,3820,4,1,0.74
CN5X046E0012,CN,5,12,42.58,81.63,4120,0,1,0.09
CN5X046E0043,CN,5,43,42.55,81.85,3880,3,1,1.48
CN5X046E0153,CN,5,153,42.52,81.43,3880,4,1,0.74
CN5X046H0040,CN,5,40,42.55,80.98,3780,4,1,0.5
CN5X046I0006,CN,5,6,42.6,81.03,3640,4,1,0.39
CN5X046I0017,CN,5,17,42.6,81,3940,0,1,0.06
CN5X046K0023,CN,5,23,42.45,80.88,3880,4,1,0.36
CN5X046K0032,CN,5,32,42.4,80.93,3960,4,1,0.53
CN5X046K0033,CN,5,33,42.38,80.97,4200,2,1,48.6
CN5X046K0080,CN,5,80,42.42,80.65,4000,4,1,0.83
CN5X046L0026,CN,5,26,42.45,80.58,3960,4,1,0.24
CN5X046L0030,CN,5,30,42.42,80.62,3900,4,1,2.88
CN5X046L0037,CN,5,37,42.4,80.55,4100,4,1,0.83
CN5X046L0044,CN,5,44,42.42,80.5,3890,0,1,0.06
CN5X046L0051,CN,5,51,42.43,80.48,3860,4,1,0.32
CN5X046L0118,CN,5,118,42.32,80.37,4100,0,1,0.08
CN5Y416D0007,CN,5,7,37.6,102.07,4400,4,1,0.28
CN5Y416E0008,CN,5,8,37.58,102.03,4420,5,1,0.04
CN5Y417B0006,CN,5,6,37.63,101.68,4420,4,0,0.57
CN5Y417B0008,CN,5,8,37.63,101.65,4540,5,1,0.18
CN5Y417C0013,CN,5,13,37.65,101.58,4360,5,1,0.1
CN5Y417F0003,CN,5,3,37.72,101.53,4480,3,1,0.63
CN5Y421E0004,CN,5,4,38.27,100.6,4380,5,1,0.16
CN5Y421E0011,CN,5,11,38.27,100.55,4340,5,1,0.26
CN5Y422E0002,CN,5,2,38.38,100.25,4540,4,1,0.66
CN5Y423C0010,CN,5,10,38.27,100.42,4460,5,1,0.16
CN5Y424A0002,CN,5,2,38.1,100.1,4480,5,1,0.16
CN5Y425C0007,CN,5,7,38.5,99.3,4680,5,1,0.05
CN5Y425F0004,CN,5,4,38.58,99.08,4560,5,1,0.19
CN5Y425F0015,CN,5,15,38.6,99,4560,5,1,0.16
CN5Y425Q0001,CN,5,1,38.82,99.18,4600,5,1,0.19
CN5Y426E0009,CN,5,9,38.42,99.78,4490,5,1,0.16
CN5Y427H0001,CN,5,1,38.95,99.13,4660,5,1,0.08
CN5Y428C0003,CN,5,3,38.97,99.3,4580,3,1,0.53
CN5Y428C0007,CN,5,7,38.95,99.28,4620,3,1,0.42
CN5Y429A0017,CN,5,17,39.03,99.08,4560,5,1,0.04
CN5Y432A0024,CN,5,24,39.32,98.47,4660,5,1,0.15
CN5Y432A0025,CN,5,25,39.3,98.47,4540,4,1,0.46
CN5Y432B0001,CN,5,1,39.28,98.5,4760,4,1,0.87
CN5Y432B0002,CN,5,2,39.28,98.48,4620,5,1,0.03
CN5Y432D0010,CN,5,10,39.22,98.53,4920,2,1,7.02
CN5Y432K0006,CN,5,6,39.3,98.3,4620,5,1,0.06
CN5Y432M0002,CN,5,2,39.33,98.27,4500,8,1,0.07
CN5Y432M0028,CN,5,28,39.4,98.17,4800,3,1,1.53
CN5Y433B0002,CN,5,2,39.42,98.13,4760,5,1,0.11
CN5Y433B0066,CN,5,66,39.25,98.13,4640,2,0,1.26
CN5Y433D0048,CN,5,48,39.17,98.28,4860,5,1,0.13
CN5Y433D0056,CN,5,56,39.07,98.15,4640,5,1,0.06
CN5Y434B0006,CN,5,6,38.75,98.7,4700,5,1,0.06
CN5Y434F0001,CN,5,1,38.63,98.87,4760,8,1,0.09
CN5Y436A0007,CN,5,7,38.67,98.32,4660,4,1,0.37
CN5Y436A0010,CN,5,10,38.68,98.28,4760,3,0,1.06
CN5Y436C0012,CN,5,12,38.8,98.08,4860,4,1,0.32
CN5Y436E0008,CN,5,8,38.83,98.03,4700,5,1,0.39
CN5Y436G0018,CN,5,18,38.95,97.78,4760,5,1,0.2
CN5Y441D0003,CN,5,3,39.43,97.53,4720,5,1,0.13
CN5Y441E0010,CN,5,10,39.5,97.5,4480,4,1,0.49
CN5Y443C0007,CN,5,7,38.78,98.08,4860,5,1,0.03
CN5Y444H0007,CN,5,7,38.27,98.57,4780,5,1,0.11
CN5Y445A0010,CN,5,10,38.37,98.05,4820,4,1,0.99
CN5Y445C0007,CN,5,7,38.4,98,4786,3,1,0.64
CN5Y445G0044,CN,5,44,38.58,97.77,5000,3,0,3.55
CN5Y445H0014,CN,5,14,38.6,97.72,4940,2,0,12.6
CN5Y445I0010,CN,5,10,38.68,97.65,5140,8,1,0.13
CN5Y446E0004,CN,5,4,38.67,97.3,4980,2,0,3.41
CN5Y446E0005,CN,5,5,38.67,97.28,4980,4,0,1.03
CN5Y447H0002,CN,5,2,39.37,96.7,4880,4,1,0.7
CN5Y447H0008,CN,5,8,39.4,96.65,4880,5,1,0.3
CN5Y447J0011,CN,5,11,39.43,96.75,4880,7,1,0.42
CN5Y447J0015,CN,5,15,39.45,96.73,4660,5,1,0.18
CN5Y448D0006,CN,5,6,39.5,96.55,4900,4,1,0.54
CN5Y448D0024,CN,5,24,39.52,96.48,4800,4,0,0.48
CN5Y452F0001,CN,5,1,39.5,96.43,5100,5,1,0.15
CN5Y452G0005,CN,5,5,39.42,96.52,5080,5,1,0.14
CN5Y452G0009,CN,5,9,39.4,96.55,5140,5,1,0.16
CN5Y454A0003,CN,5,3,38.75,97.15,4800,4,0,0.75
CN5Y455B0005,CN,5,5,38.68,97.15,5060,5,1,0.12
CN5Y455C0005,CN,5,5,38.65,97.28,5040,3,0,4.45
CN5Y455D0008,CN,5,8,38.62,97.33,5100,3,0,0.76
CN5Y532D0004,CN,5,,35.589,94.699,5280,4,1,0.34
CN5Y532D0018,CN,5,,35.608,94.828,5280,5,1,0.2
CN5Y533A0026,CN,5,,35.607,94.803,5200,4,1,0.67
CN5Y533A0056,CN,5,,35.613,94.584,5400,5,1,0.2
CN5Y533A0057,CN,5,,35.62,94.582,5340,5,1,0.09
CN5Y533A0059,CN,5,,35.614,94.579,5340,4,1,0.27
CN5Y533A0081,CN,5,,35.614,94.451,5260,4,1,1.59
CN5Y533B0010,CN,5,,35.656,94.358,5200,4,1,2.01
CN5Y533D0004,CN,5,,35.767,93.762,5240,5,1,0.21
CN5Y533F0004,CN,5,,35.784,93.563,4260,4,1,0.74
CN5Y533G0001,CN,5,,35.8,93.482,5280,4,1,0.33
CN5Y542D0013,CN,5,,35.919,92.314,5280,5,1,0.08
CN5Y542F0060,CN,5,,35.88,90.829,5600,4,1,0.35
CN5Y542F0064,CN,5,,35.899,90.826,5360,5,1,0.15
CN5Y542H0020,CN,5,,36.004,90.88,5360,2,1,8.34
CN5Y542H0039,CN,5,,36.08,91.171,5340,4,1,4.74
CN5Y543B0015,CN,5,,36.246,91.87,5300,2,1,2.92
CN5Y543D0003,CN,5,,36.479,91.391,5240,4,1,0.31
CN5Y551C0006,CN,5,,37.685,90.683,5220,4,1,0.98
CN5Y552H0030,CN,5,,37.271,90.777,5040,5,1,0.11
CN5Y552I0003,CN,5,,37.412,90.431,5040,4,0,0.63
CN5Y553C0013,CN,5,,37.676,88.316,5300,5,1,0.14
CN5Y553D0046,CN,5,,37.669,88.026,4980,4,1,0.53
CN5Y564F0018,CN,5,18,38.2,96.12,5040,2,0,8.71
CN5Y564H0021,CN,5,21,38.22,96.05,5060,2,0,2.62
CN5Y564H0022,CN,5,22,38.23,96.03,5460,5,1,0.1
CN5Y564H0035,CN,5,35,38.23,95.97,5060,3,0,2.77
CN5Y565G0011,CN,5,11,38.37,95.77,4980,5,1,0.39
CN5Y565H0007,CN,5,7,38.42,95.7,4860,5,1,0.27
CN5Y573C0001,CN,5,1,38.03,97.62,4760,5,1,0.18
CN5Y573E0001,CN,5,1,37.98,97.48,4880,8,2,0.1
CN5Y581D0007,CN,5,7,38.33,95.62,5140,4,1,1.26
CN5Y581F0025,CN,5,25,38.35,95.8,5240,4,1,0.41
CN5Y582F0013,CN,5,13,38.17,96.07,5160,4,0,0.48
CN5Y582G0010,CN,5,10,38.15,96.22,5160,2,0,3.9
CN5Y589P0004,CN,5,4,38.02,97.4,4980,7,1,0.38
CN5Y594P0001,CN,5,,38.025,97.332,4920,4,1,0.59
CN5Y613B0002,CN,5,,38.355,89.522,5260,4,1,1.16
CN5Y613E0018,CN,5,,38.224,88.939,5300,5,1,0.52
CN5Y622E0018,CN,5,,37.981,87.437,5400,4,0,2.5
CN5Y622E0025,CN,5,,37.981,87.406,5480,2,0,7.09
CN5Y623B0024,CN,5,,37.834,87.357,5160,5,1,0.27
CN5Y624B0029,CN,5,,37.565,88.035,5360,4,1,0.36
CN5Y624B0063,CN,5,,37.536,87.847,5700,4,1,2.07
CN5Y624B0076,CN,5,,37.463,87.913,5420,5,1,0.22
CN5Y624B0088,CN,5,,37.393,87.859,5520,2,1,6.58
CN5Y624B0095,CN,5,,37.385,87.807,5480,3,0,6.65
CN5Y624B0117,CN,5,,37.409,87.709,5600,3,1,2.03
CN5Y624B0120,CN,5,,37.388,87.652,5840,4,1,0.69
CN5Y624J0002,CN,5,,37.438,87.145,5260,4,1,0.33
CN5Y631A0003,CN,5,,37.23,85.742,5820,4,1,0.46
CN5Y631C0011,CN,5,,36.885,85.14,5210,5,1,0.12
CN5Y632A0027,CN,5,,36.823,84.936,5960,2,1,2.53
CN5Y632B0028,CN,5,,36.81,84.738,5780,4,1,0.33
CN5Y632B0040,CN,5,,36.758,84.699,5680,2,1,2.59
CN5Y632C0001,CN,5,,36.809,84.649,5680,5,1,0.15
CN5Y633B0005,CN,5,,36.683,84.394,5800,4,1,2.04
